Text,Label
بس الفرق إنه الوزير الملك جبران باسيل ما بيستذكر إلا العمل الصالح لمصلحة الوطن والمواطن والحمدلله ما…,Non_HS
وانت الصادق اسما المخ طارة يا كوكو نارة بدي عزبك شي فحمتين   ,Non_HS
العمى طلع معين المرعبي مش عارف انه الشيخ سعد منسق التفاصيل مع جبران باسيل بموضوع النازحين وسوريا,Non_HS
جبران باسيل رئيس اكبر حزب مسيحي يا ريت باقي القيادات بتشتغل قد ربع شغلو انتبه ما تغلط انت وغيرك,Non_HS
لماذا لم تسلم ال الاصلي الى الجهزة الامنية وراوغت في الموضوع لتعود وتسلمهم من العام من يضل… ,Non_HS
قرطاج تحريف لاتيني ل قرط حدشت ومضيق جبل طارق بالزمانات كان مضيق حملقرت اله الشمس الكنعاني,Non_HS
السيد حسن نصر الله يشكر الوزير جبران باسيل,Non_HS
"بيت الوسط حامي الوحدة اللبنانية ، وكلكن طالبتو بعودة سيد بيت الوسط ليحمي العيش المشترك واذا في شي ملوث هيي النفوس الضعيفة يلي ما تتقبل وجود رئيس حكومة معتدل وقوي ويلي يستقبل بكل دول العالم على انو الرقم واحد بلبنان",Non_HS
من يومهن الشيعة كيوت و اوبن مايندد,Non_HS
طلعت بالأخير سوريا مشاركة بالقمة العربية في بيروت عن طريق وزير خارجيتها جبران باسيل اللذي عرف عنه رغبته بوضع لوحة جلاء الجيش ا…,Non_HS
قال لي شاعر لو أن السياسيين نساء لكن ,Non_HS
اوقات بحسسنا جبران باسيل انو هو اول انسان هبط على سطح القمر بدعم من العهد الجديد القوي لبنان,Non_HS
يا حوينة الطيارين الروسيين راحوا فرق عملة,Non_HS
عن اي فاسدين ليش ما بيفصح فساد حلفائه او مسمحلون ,Non_HS
احكي مع الرئيس ولا ما بتسترجي بس شاطر تهاجم الرئيس سعد رفيق الحريري ,Non_HS
احلا رواق ,Non_HS
ست رواند…هذا دليل على أن الوزير جبران باسيل لا يُشكل الحكومة…,Non_HS
كيف بتنزهوها من دون دليل؟ او خلص اذا الحليف اشتراها منغض النظر ؟   ,Non_HS
بس فعلياً صرت وليد المعلّم مؤخراً,Non_HS
"اعتبر وزير الخارجية اللبناني جبران باسيل، أن أمير قطر تميم بن حمد آل ثاني، كسر الحصار المفروض على قطر ، بالمشاركة في ا…",Non_HS
سماحة السيد نحن بامرك بس جبران باسيل دمو تقيل,Non_HS
لم يسرق المال العام يوماً مثل معلمكم وديعة روتشلد ,Non_HS
اخخخخ يا استاذ نديم معظم الردود عم تحصر الموضوع بالبيان الذي صدر عن معين المرعبي بخصوص عدم وجود سياسة عامة للدو…,Non_HS
عزيزي جبران باسيل بدك تعرف كتييير منيح انو مش شغلتنا نحفظ امن اسرائيل يلي ما منعترف ولن نعترف ب وجودها ابدا,Non_HS
للأعلى يا رب والله يطول عمرك رئيسسنا ,Non_HS
يا ترى من من النظام العربية التي ستساعد الدول المنكوبة على إستعادة عافيتها مو حكام العرب كلهم خونه ,Non_HS
في اليوم عندما جلّس موقفه و اصبح يفكر كإنسان معظمهم قالو عنه انه من مدرسة كمال جنبلا… ,Non_HS
الطرح الجديد من معالي الوزير جبران باسيل حكومه بكون فيها وزراء من اخوانا السنه وهيك بيعطوا الوزير السابع للقاء التشا…,Non_HS
صدق انو الناس ماشية ومغمضة عينيها فعلا الفوائد سيدفعا الشعب والودائع سيصرفها القرطة نفسها يلي صرفت … ,Non_HS
هل تعرف مامعنى أن تدفع دولة نص مليار دولار لدولة أخرى مترنحة إقتصادياً وكانت تستطيع أن تس… ,Non_HS
مات كلب في المدينة فأسترحنا من عوواه خلف ألملعون جروا فاق في ألنبح أباه,Non_HS
هاذا مستوا بعض لناس ما بيعرفو انو كل شريف ومحب مكروه من رعاة لقطعان و ملوك لفساد ,Non_HS
لا والله الوطن بحاجه لا رحيل كل هالسياسيين والزعران والاقطاعيين ساعتها بيظبط ,Non_HS
جبران باسيل قال ان لبنان سيلعب دور رئيسا في اعادة الاعمار في الدول العربية عندما يخرج رأسه من زبالة بيروت يستطيع ان يتح…,Non_HS
شو وقفت عا هيذي مش فهمانا ,Non_HS
استقبل رئيس الحكومة المكلف سعد الحريري في بيت الوسط وزير الخارجية والمغتربين جبران باسيل,Non_HS
قرعة متي و حبتين ,Non_HS
"ابو ريدا ،عيب عليك تقول دويله قطر ،وانت من دويله او قضاء لبنان ",Non_HS
يا حرام يا مارك نزلو فيه,Non_HS
شو بدا تنفع الماشطة مع الوج الكشن ,Non_HS
هيدا قاهرقم ,Non_HS
على الجرح جبتلن هيي ,Non_HS
ظاهر منك عم تشوف الى الشيخ سعد الله يحمي ,Non_HS
يا كبير ماعم نشوفك عم تجيب سيرة السعودية والامارات ,Non_HS
أنس أزرق عادي يعمل إنترفيو مع معراج أورال بس بينطعج لمّا حدا يكتب كم بوست فيسبوك متضامن مع ضرار خطاب,Non_HS
الله لا يوفقوا ,Non_HS
احترم نفسك,Non_HS
شو يا استاذ وئام ريح تضرب كف مابدك تبطل عادتك ضرب الوجه شو آخذك عسفارة قبل ما تروح… ,Non_HS
يا رجل روح العب باصابع رجليك عسى ان تستلذ فيهم بدل ما كل يوم تعمل كأنك النبي كيكي روح اتطلع بلمراية ان…,Non_HS
شو بدك بأسمي أحترمي حالك وأحترمي ديننا الشريف وتوقفي عن الكذب وقلب الحقائق والتغطيه على من نكث بد… ,Non_HS
يستاهل ,Non_HS
ومين بدو يكب فتن ويتشدق على التلفزيونات    ,Non_HS
ميل ياغزيل ويا غزيل ميل حكيم زمانك هههه يا وئام ,Non_HS
مش جبران باسيل فرض حاله يا اغلى من الغالي الرئيس هيك بدو وكانت ثقته بمحلها وبخصوص الر…,Non_HS
وهلق شو هلق صار ضروري يسمع ويعرف جبران باسيل انوا التلت المعطل ما بيشوفوا غير بالاحلام,Non_HS
يا فاشل انت وجريدتك إذا بصير حرب عالمية تالتة بتحطوا عنوان ضد الحريري لي عاملكن عقدة يا معقد بكفي تنزل تعمل جولة بل السوليدير وبعرف رح تكون مغتاظ من هل المدينة الجميلة لي عملا الشهيد الحريري ولي من أغتيالوا بسبب هل المدينة,Non_HS
صرخة الوئام أن استفيقوا أمافي فجور السلطة والأثرياء هدهدة للشعب كي ينام نامي جياع الشعب ناميحرستك أله… ,Non_HS
كيف اغض النظر عنك وانت تملك ماتملك ,Non_HS
يمكن حاسبه معهون الوفيات بحوادث السير والأخطاء الطبيه والأمراض المزمنه وضحايا جرائم الشرف اظن بتزبط الحسبه,Non_HS
نحتاج الى سياسيين وقادة يحكمون بعقلية الدولة ليس أكثر حتى محمود درويش ما لقطها للمسألة ,Non_HS
"إلى جبران باسيل مبارح واليوم وبكرة، إسرائيل عدو إيديولوجي",Non_HS
يحميك رب السما   ,Non_HS
الجبناء امثالكم لا يستطيعون مواجهة الحقائق لأنكم زائفون وحججكم كبيوت العنكبوت خسئتم ,Non_HS
نجح الرئيس حسين الحُسيني بتوصيف ظاهِرة جبران باسيل     ,Non_HS
مين المجرم ؟ ,Non_HS
"العهد القوي هو لبنان مش بس جبران باسيل أو ميشال عون يعني الخسارة علينا كلنا، والربح لألنا كلنا لازم نعرف انو ال…",Non_HS
سعد الحريري معروف ابا عن جد مش وتال غيرو ,Non_HS
شو نفع برامج مسابقات الطبخ مهما كان انتاجا ضخم اذا المُشاهد ما رح يدوق؟؟ ,Non_HS
جبران باسيل زمن التبعية والتعطيل,Non_HS
لطالما في مين يسوق دول الخليج فاالرحمة على الأمة العربية ,Non_HS
صندوق الأسود عند الحرس الثوري الإيراني عم يزرع عنا ورد بنظرك ,Non_HS
"الدعم من قبل المنظمات الدولية والعربية، للنازحين،يجب ان يكون لتحفيزهم على الرجوع، والمبدأ الذي اقر في القمة الإقتصادية، ب…",Non_HS
"فكرت عّم تحكي عن بيروت ، بتشوف حالك بشعر بنت خالتك ، وطنجية بلطجية ",Non_HS
من مقابلة جبران باسيل مع سيإنإن أمن إسرائيل هو حق,Non_HS
"بليز لغي المعاهدة، الهيئة وزير الخارجية جبران جرجي باسيل ما بدو ينفذ مذكرة التوقيف، ف سماع مني ولغيا ولو…",Non_HS
عم تحكي عن الوزير جبران باسيل هاي استقبلها الحريري وأشرف ريفي سمارة طريق الجديدة,Non_HS
لك طول عمركن بتشتموا السعودية وشيوخها وبتسبو الوهابية هلق صارو مناح ايييه الله جمع ووفق ههههههههههه ,Non_HS
من مقابلة جبران باسيل مع سي إن إن أمن إسرائيل هو حق,Non_HS
قول والله؟ ,Non_HS
كفو والله هكذا هم العرب هكذا هم الدروز هكذا هم الشرفاء قطر كل أبواب العرب مغلقه ,Non_HS
كب السم على اصوله من سلام الزعتري عالوزير جبران باسيل حول مقابلته مع ال منا وجر,Non_HS
جنون العظمة ما بينلام جبران باسيل على تصريحه بمنتدى دافوس هالقد بيعرف لما نصير نحط الرجل المناسب بالمكان المناسب منصير…,Non_HS
عالم عم تموت جوع وحرق وبرد وتفجير مختلف أنواع الموت موجود ببلادنا لما حدا يفتح تمو بيقلولو خراس انت برا البلد,Non_HS
لقد تم سحقهم أيها العزيز❤ ,Non_HS
قريةٌ للنسوان فقط,Non_HS
غريب أمر هاللبنانيي كيف صايرين يتدخّلوا بأمور الوزرا ويعلموهن شغلن هني في شي مرة تدخّلوا بأموركن؟ اتركوهن ما يعرفوا يشتغلوا 😎,Non_HS
لو عندكن ذرة اخلاق و شجاعة كنتو نشرتو المقابلة كلها مش تقطعو جملة متل يلي عم…,Non_HS
هذا كابوس له ولعنة الايتام وسب الاموات في قبورهم ,Non_HS
بعض الإعلاميين والمحللين في السياسة ما اشطرهم بتجزئة حديث من مقابلة اذا فهمتوا بس هالكلمة أو هالجملة من مقابلته ؟,Non_HS
مين داعمو ؟؟؟؟ لو سمحت تعطي أسماء يا وءام ,Non_HS
شوي شوي علينا بالتغريدات مش عم نلحق نقرا ردود المسخره عليك كلها ,Non_HS
ما عم تقصري بس اسلب فكرة عجبتني بلا ما يضلوا معذبينا بيناتن وجعونا اجرينا     ,Non_HS
اكيد مش فاضية بدك تكبي سم بين العالم,Non_HS
سؤال ليش نفس الأشخاص تعليقات؟ ,Non_HS
كان مجتمعنا ينقسم لاسياد و عبيد فجائت الحركة التصحيحية و حققت المساواة بين الجميع و جعلت الكل عبيد,Non_HS
جبرا باسيل كل تغريداته بالامس كانت عن سوريا ونسي انه موجود في لبنان دافع دفاع مستميت عن نظام مجرم لدرجة ظن البعض ان جبران…,Non_HS
"جبران باسيل من سنة معمّر بنايات ورقم ليس للمبالغة المشروع القديم بنايات والجديد بالبترون، وأن…",Non_HS
شارك معالي وزير الخارجية والمغتربين جبران باسيل بالاجتماع المغلق الخاص بسوريا والذي ضم عددا من وزراء…,Non_HS
يستاهل حقه وماجاه ,Non_HS
يا حضرت فيني افهم ليش بس عم تحكي ع فساد الحريري وين انت من فساد حلفائك كلون يعني كل حلفائك اكيد ما بتس… ,Non_HS
نريد فقط رجال لديهم من الوطنية وحس المسؤولية لاستبدال طبقة فشلت عند كل استحقاق من … ,Non_HS
ليه في شي وديعة بتجي غير لتتقسم عليهم ,Non_HS
يا الله عالأخلاص مابموتوا الا باذن من سيادتو سيدي بتسمحلي اموت حالي ياسرائيل واموت معي كام اسرائيلي…,Non_HS
لينا مش مصلحتنا التقاتل و لو كان سلمي مش لازم خصوصي هالايام ,Non_HS
اخ يالله وهاب قبل عملية تجميل وقت كان خذمجي لا ابو عبدو على فكرة بس اللبنانية بيعرفو مين… ,Non_HS
روحي طلعي بالمراية شوفي حالك ,Non_HS
لو في دولة اصلا كانوا زجوك الك بالسجن فورا ,Non_HS
هاد اكبر دليل انه الحملة مو ضدو كتركي أو مسلم وانما ضد الموقف السياسي او الرمزية السياسية للموضوع لانه بآخر ال…,Non_HS
صعب كتير صراحة بس ع امل,Non_HS
"ايا شي لو شحاطة،، مهم من ريحة الغالي عليهم   مش ناقصنا سياستن جابولنا حدا اسمو شيخ وعملوه… ",Non_HS
والله والله أول تغريدة إلك من دون جبران باسيل ,Non_HS
والله ماحدا بدو عرض على طبيب نفسي غيرك شكله العماد عثمان عملك حالة هستيرية ,Non_HS
إذا أرادت إسرائيل أن تضمن أمنها وهو حق عليها ان تتوقّف عن الاعتداء,Non_HS
استحوا وما عاد تدخلو المشايخ في سياسة عيب عليك وعليك وعليهم ,Non_HS
وللأسف فنهاد المشنوق واحد ممن يحكمون على اساس انه مسؤول يمثل طائفته لا وطنه فيدافع عن المرتكب والجاني و… ,Non_HS
نشرته للشهيد وسام الحسن والشهيد رفيق الحريري وترحمت عليهم لما راحوا نشرته للأمير الارسلاني وبعد مِم يوم… ,Non_HS
هيدي طعم مش حبة مسك جعجع بيعرف انو ما في حكومة اذا ما كان راضي,Non_HS
لو في دولة يا معالي الوزير حضرتك مكانك خلف القضبان لبذاءة لسانك وإحتقارك القضاء والتمرد على القوى الشرعية ,Non_HS
"نحتاج إلى شعب جديد، ولكن للاءسف ما فيش أمل ",Non_HS
كيف عملتيه شيخ يا شيخة ,Non_HS
رجل المهات الصعبة جبران باسيل رفعت اسم لبنان بالعالي وفرجيت الكل قديشك وطنياذا هلق وهيك كيف بس تجي رئي…,Non_HS
والله ثم والله لايوجد لدبي مثيل في العالم الله يحفظ بوراشد ويديم عزه آمين ,Non_HS
مع احترامنا لالك انو ليش نطرتو لصار خالص جميع المبنه والمسبح وطالع طوابق لهلق تذكرت تحكي ,Non_HS
لا يمكن ان يكون هناك ضابط اكبر من الدولة ,Non_HS
أول حلقة من دون جملة جبران باسيل,Non_HS
يا كايدهم يا معلم وئام وهاب ,Non_HS
"قديمة ، الساعرات    ",Non_HS
والله والله بالسما ما حدا بدو طبيب نفسي غيرك انت ,Non_HS
سؤال يا حضرت لو اليوم قطر فتحت سفارتها ب سوريا كنت هللت انت وغيرك وبطلت ارهابية ,Non_HS
"نتيجة القمة ، نصف مليار سندات ستشتريها قطر ، مواقف مهمة من جبران باسيل ، اطمأن اليها الرئيس بري ، خصوصا لجهة مسؤولية ليب…",Non_HS
المحتال عينه عا مجد العظماء ومرة وحدة قال بشير الجميل وكميل شمعون,Non_HS
ما باءى تبخخخخ سم إذا ما عندك شي إيجابي تحكي دخيل عرضك التزم الصمت ما ناقصنا سم ,Non_HS
ما قاله السيد نصر الله عن العلاقة مع التيار الوطني الحر وبشكل خاص مع جبران باسيل كفيل بأن يُخجل الكثير من المغردين الفتنوين و…,Non_HS
انشاءالله يا جبران دايماً خسران  ,Non_HS
وشو عملت للقدس انت وازلامك يا معلم ,Non_HS
عم يضكو علينا و بدن ينصبوا و مش عارفين كيف ليش ما عملو نقارن للقمة العربية من عشر… ,Non_HS
يوم المرأة العالمي بدأ منذ سنة عندها لم يكن هنالك سوشال ميديا ولا انترنت وقف رجل في حجة الوداع وقال استوصوا بالنساء خيرا ياحبيبي يارسول الله صلى الله عليك وسلم منقول اعجبني,Non_HS
وين الغلط اذا قال انه ل بيوعظ بموضوع جبران باسيل و بيقبل بالتهجم عشخص الرئيس بري بكون عم يكيل ب…,Non_HS
مياومو الإعلام إذا ما ذكروا جبران باسيل بكل أخبارن وبرامجن ما حدا بيحضرن  ,Non_HS
عزيزك المشنوق فاتح بسطة امام الوزارة عميعطي رخص معقيبي معاملات في النافعة ,Non_HS
من كتر ما عميسرقوا انترنت ,Non_HS
قام الحرس الثوري الأيراني ولليوم الثااني على التوالي بتوزيع الورود على أهالي حلب مستخدماً لهذه المهمة الفدان وئام وهاب ,Non_HS
الحمهورية حزب الله قرر إعطاء التلت الضامن ل جبران باسيل ويذكر ان الحزب لا يتجرأ على ازعاج باسيل وينفذ كل طلباته…,Non_HS
بلش بوزراءك من جبران بآسيل ونزول دمرتوا البلد اكتر من هوي مدمّر وقف تغطية السلاح الي خلا البلد…,Non_HS
أفادت معلومات من الأمانة العامة للجامعة العربية ان وزير خارجية لبنان جبران باسيل نجح في إخراج صيغة لبيان خاص بعودة…,Non_HS
مش عارف الحقيقه من هو المجنون ولكن الأفضل عرضكم جميعا على مصح الأمراض العقليه ,Non_HS
سمعتي إش قال جبران باسيل على مريكان و ترامب ؟,Non_HS
اكره البرازيل بس لا تقوليلي خلاص كلشي انتهى بليز,Non_HS
كلمتين سمعهم منيح لا انت ولا اكبر منك ولا الي بشد على مشدك بقلي كيف بدي احكي ,Non_HS
اللاعب الأبرز في القمه الاقتصادية هو الوزير السوبر جبران باسيل وكان روح القمه براڤوا معالي الوزير باسيل       ,Non_HS
كل واحد فاتح عحسابو انت ما بيعجبك فلان و هداك ما بيعجبوا فلان بلد كل من مين ايدو الو ,Non_HS
موصفات الرئيس جبران باسيل,Non_HS
وانا بدفع الفواتير   ,Non_HS
مع أنو بعدو عقلك ناقص بس حبيبتي بلبنان في ديمقراطية وأكبر دليل إنو أزلامكن و…,Non_HS
الوزير جبران باسيل يطالب بالثلث الضامن ليس لحزبه فقط بل لاربع مكونات الا وهي التيار الوطني الحر وحزب الطاشناق وكتلة…,Non_HS
لو في دوله انت لازم تكون محبوس ,Non_HS
القمة الإقتصادية العربية,Non_HS
هل اصبح وزن الموارنة في لبنان و ايضاً تطلعاتهم و دورهم و تاريخهم و زعاماتهم في حجم جبران باسيل ؟ الذي لم يكن له اي ثق…,Non_HS
دمشق كانت وسوف تبقى عاصمة الامة ,Non_HS
بيلبقلنا رياضة وصرماية اجلكُن,Non_HS
"أريد خطاب واحد للقوات اللبنانية تقول فيه ان الحريرية سياسية كانت خطأ تجاه لبنان وماليته، وخطاب واحد عن فساد نبيه وحركة ا…",Non_HS
يعني شايفين حالكم فيين؟ شي ويرقص و شي بغني و شي بينهبل و بلد رحيزبط على بديت مهضومين اشتغلو…,Non_HS
السيد الرئيس اردوغان يتنفس الصعداء,Non_HS
انو انتي عم تعملي جو تأكدي يا اعلامية مين ورا هيدا الاعلان الممول ورجعي علقي بس عندك عقدة السعودية وعقدة طائفية,Non_HS
نعتز بمن يحارب الفساد علنا نصل الى اعتماد مبدئ الكفاءه في كل وظاءف الدوله ,Non_HS
أسعد الله صباحك أستاذ وئام أنت صاحب المواقف والكلمة الجريئة ونسر الجبل ,Non_HS
شو قصتو عم بصير معو عثمان فوبيا    ,Non_HS
جبران باسيل طوالة لسان على لاش,Non_HS
انفخوا عل القليلة ما اغتالوا كمال جنبلاط والمفتي حسن خالد ورينيه معوض ورفيق الحريري بدك كفي ,Non_HS
لقاء بشار الاسد مضر بالصحة,Non_HS
جبران باسيل رجل سياسي فيك تتفق معه وفيك تختلف معه,Non_HS
مع بشير الجميل بس كل يوم وكل ساعة مع جبران باسيل منّو ضيوفك صار لازملهم,Non_HS
لا أحد يواجه العرب غير أسيادك في طهران و الشام ,Non_HS
يجب التحرك عل فوركفى تعدي على حقوق الناس شبعنا ,Non_HS
"اوقفت القوى الأمنية الناس على بعد حوالي كيلومترا من المطار بسبب مرور الوفود العربية الى القمة الفاشلة، تخيلوا عجوزا…",Non_HS
وانا معكم انه هذا الميثاق والنظام الخالي اللي خلا جبران باسيل يوقف توظيف…,Non_HS
هي بتنطبق عليك وزير الصدفه ,Non_HS
كمية الحقد الي عندكن بترضعوها بحليب امهاتكم ضد الحركة,Non_HS
ما في لزوم تكون مناصر للوزير بس كمواطن ما بتحب جبران باسيل  ,Non_HS
عجبَكْ هيك استاذ وئام فهمنا انّه الولد العاطل بيجيب لأهله المسبّة بس كتير هيك قلّلوا تهذيب معك يلّلا… ,Non_HS
مشكلتك مع يلي ما بيرشيك اما الفاسدين من جماعتك فما بتسترجي تجيب سيرتهن ,Non_HS
انت تطلب من السوريين العودة الى لبنان هل تريد ان اقبل بهذا؟ انت تتكلم بالصراخ وانا اريد عقل وفكر اسمعه… ,Non_HS
الفاسد مش خائن,Non_HS
وانت شو دحشك خليك بقضية الخاشقجي وما تتدخل بشي أكبر منك وصعب عقلك يستوعبو,Non_HS
فيكن تتفلسفوا لتشبعوا,Non_HS
على نهر الجاهلية ,Non_HS
"سياسيين جداد مش شعب،الشعب قلبو معتّر و درويش،شعب من طيبتوا السياسيين الاوغاد استغلوها،شعب لي مرق عليه من حروب و… ",Non_HS
يجب محاسبة كل من زرع الفتن وتاجر بالدين وسيحاسب المسلمين كل من يشوه سمعة الإسلام بتصرفاته المشينة ,Non_HS
ما عم تنباع معكن الجريدة لحقّوا حالكن واكتبوا اكاذيب عن جبران باسيل بركي بتسترزقوا بكم عدد فلّستوا,Non_HS
خوش اميديد ,Non_HS
يا بيك عّم تخبرنا عن شي ما فينا تعملو نحن ماًعندنا نواب ولا وزراء بمثلونا بالدولة الا اذا زهقان وعبالك ليك ,Non_HS
كلنا معك معالي الوزير الملك جبران باسيل,Non_HS
المشكلة انو اذا مع اللواء عباس ابراهيم ما زبطت لمين منلجأ,Non_HS
عم يقطع ويشلح حكي من دبي وهو للاسف مطلوب للمحكمة وقدر يسافر هاجم أمير قطر وآتَاه المدي… ,Non_HS
انجاز واحد يقابله مءة فشل و قد يكون تغطية على شيء ما ,Non_HS
ناقصكن نحول    ,Non_HS
اكبر بلاء على لبنان ثلاث اشخاص هم ميشال عون وطمعه بالرآسة وشجع صهره المعجزة جبران باسيل وضعف سعد الحريري و…,Non_HS
"يبدو أن صابر، نائب رئيس التيار الوطني الحر، نسي رفض التيار سابقاً توزير نائب وبالتالي جبران باسيل لن يكون وزير خارجية في…",Non_HS
"ما في دم،نوايانا واضحة بس في نوايا مش نظيفة عم تحط مكونات درزية راس حربة بلعبتها ضد مرجعيا… ",Non_HS
حماك الله يا زعيم كلامك صح ,Non_HS
ابو البيش مو مضطر يوافق طالما ممكن يبقى رئيس بصلاحيات شبه كاملة؛ستين عمرا البلد تعمرت و لا ما تعمرت؛المهم سيادتو مبسوط و عم يضرب سمك,Non_HS
لم يكن خطاب الوزير جبران باسيل في إفتتاح القمة الإقتصادية بمستوى تطلعات اللبنانيين فبدل أن يركز لإطلاع الوفود على ما يع…,Non_HS
قدّملك شي ملف للقضاء وفرجينا متابعتك إلو قد ما سبيناهن ما بيجيب نتيجة ,Non_HS
من بعد حماري ما ينبت حشيش,Non_HS
مين قال جريدة الاخبار هههههننن ,Non_HS
"بغض النظر عن صحّة ترجمة تصريح جبران باسيل لل ، الحق في زوال اسرائيل وليس في أمنها",Non_HS
"جبران باسيل بدو يعلم أمريكا ولندن كيف تدير بلد من دون ميزانية ، ونحن آخر انتاج عنا كان بسكوتة الدبكة",Non_HS
قدم دعوه بيلي عم تحكيه ان كنت صادقا انتظر لاسمع اخبار جيدة ,Non_HS
اجا غصبن عن أنوفكم واستقبلتوه ,Non_HS
أيا تخبيص يا سحر؟,Non_HS
داعم للإرهاب في كل مكان ليس لبنان فقط وحضر لبنان ليس حباً ولكن نكاية في الذين لم يشاركوا ,Non_HS
هدول صنف معين من البشر ما بيقدر ياخد موقف من جريمة الا اذا عرف مين عملها وحسب المجرم بكون الموقف,Non_HS
"مرة مرتو لزكربرغ حبّت تمزح معو، خبّتلو ال تيشرت الرمادية 😎",Non_HS
عندما يكون المنصب أكبر من المسؤول ,Non_HS
كنا نتمنى أن تأتي هذه الصحوة قبل تدمير البلاد العربية الشقيقة وقتل مواطنيها وتهجيرهم ,Non_HS
وهّاب تحية للرئيس عون على خطوته الجريئة ,Non_HS
السوري عدوك اعرف عدوك الي معاني وزير الخارجيه جبران باسيل نتذكر سويا ماذا فعل الجيش السوري في لبنان,Non_HS
ما بني على باطل هو باطل يا استاذ الفانون يمنع على الدولة ان تكون تاجر باكثر من الشركات يتم بيع الناس سا… ,Non_HS
ويبقى جبران باسيل كابوس السياسيين والإعلاميين,Non_HS
بالله عليك يا روح طم اسرائيل بالبحر حتى روح ساعدك,Non_HS
يا الهي ع الهبل طب ما قبل الكنعانيين كان في الحثيين والعموريين الخ الخ,Non_HS
هل تعلم ان جبران باسيل لا يعلم,Non_HS
وزير الخارجية اللبناني جبران باسيل دام ظله,Non_HS
وأعتذارك من المملكة مش حق كمان ساعة بتقولي مملكة المنشار وساعة بول البعير من عدا التحقير والقدح والذم فيكي تنتقدي الحكم بس ما فيكي تشملي الشعب السعودي أيتها الأعلامية المقاومة القصة قصة طائفية ونحنا اللبنانيين مفكرين حالنا بنفهم كتير طلعي ح,Non_HS
أصلا جبران عندو طيارة وعندو قصر بأوروبا ومحيط الهادىء الى اسهم فيه وتم اكتشاف كوكب جديد مثل زحل وجوبيتير تم شرائه ك…,Non_HS
لقاء خلدة قادر ان يسمي شيخ فتنة او شيخ تحريض او اي شيخ إلا العقل فاقد الشيء لا يعطيه ,Non_HS
"مو ذكي ورئيسك عجبك أو لم يعجبك ، والمسخرة هيي لما تشوفي حزب واحد ألو رئيس ويا دوب بتجيبو نائب 😂😂😂😂",Non_HS
اتحفنا يا فلته زمانك ما هو الانجاز ,Non_HS
نشكر معالي الوزير جبران باسيل ع اختيارو مجال السياسية لانو لولا وجوده كان في كتير اعلاميين مجبورين يقعدوا بالبيت قبل…,Non_HS
متل واحد طايف القبو تبعه وجايين جيرانه يشفطوا المي حتى ما تطوف بيوتهم ويجي واحد يصرخ لك يا حمار هدول ما عم يشفطوا لسواد عيونك,Non_HS
معك حق بالنسبة للإنتماء الطائفي في لبنان لكن هذا لا يعني أنه لا يوجد ديمقراط…,Non_HS
جبران باسيل بيستشير امريكا بخصوص حضور سوريا القمة العربية وحلفاء باسيل بقولوا امريكا عم تحارب القمة كلهم ملاعين,Non_HS
جبران باسيل حبيب القلب  ,Non_HS
"بس كان جبران وحزبو عم بقاتلوا الوجود السوري بلبنان، كنتو انتو طالعين نازلين…",Non_HS
مش ألك ولا ألي هودي ألن صفقة بيتقسموها حرام هالشعب شو موهوم ,Non_HS
معالي الوزير علاء الخواجى مثله كمثل رفيق الحريري عندما كان في السعودية يدير اتفاق الطائف حتى يستفرد به… ,Non_HS
يا عمي انا مستعدة وصلو ع حسابي بس يحل عننا ,Non_HS
عماد عثمان الخواجا سعد راح يجيبولك جلطة ارحم روحك ,Non_HS
مما يعني انه كان أيضا,Non_HS
قطر حضرت على الأقل نقطة لصالحها لماذا لم يحضر الآخرون؟ ,Non_HS
نعم إن منعها هو خوفاً من أن يورط صغار القوم كبارهم ,Non_HS
كل اتباعك أُميين يا  ؟ ,Non_HS
بي ما فهمنا شو خص جبران باسيل,Non_HS
فاكر ,Non_HS
"سيطرة عرب الشمال على ملفات الشرق الأوسط الإعلامية بكلمات أخرى صحيفة بتخلي شخص متخصص بمجال وبيعرف فيه يحكي عنه ويجيب أخبار منه كمان الصين بيحكي عنها صينيين، وافريقيا صحافيين أفارقة يعني مو معقول تجيب واحد من المكسيك مثلاً لحتى يحكي عن الشأن السوري",Non_HS
"عالاقل ميسي طابته كانت عالهدف، الأخ تبع بيرو شاطها عالفضاء الخارجي",Non_HS
اثبات جديد انو بلى عقل ولا ضمير ولا حياء مأفلس من الانسانية ما عندو غير بوق يحكي بما يم… ,Non_HS
شو هالزمن يللي خلا مياومو الإعلام يقيموا انسان شاغل الكون متل جبران باسيل,Non_HS
طيب وهذا اعترافكم بالصوت والصورة,Non_HS
دمشق غاليه مثل ما كل سوريا غاليه ولكن نظام الحكم متهم بجرائم حرب لقتله اكثر من مليون سوري بشار ومن معه… ,Non_HS
هلا يجوز ان تبقى تتهجم على كيان الدولة وعلى زعماء العرب ولم تنسجن حتى اليوم لو كان هناك عدل فيجب ان تكو… ,Non_HS
من آخر ما تفتق به ذكاء جبران باسيل ودهاؤه السياسي اقتراح تشكيل حكومة من وزيرا بلا علوي يكون فيها وزراء سنة يعطى واحد م…,Non_HS
أرادوا حصار قمة بيروت في الشكل فأتتهم الافضل ربما في المضمون شكرا للرئيس ميشال عون وللوزير جبران باسيل إنكما…,Non_HS
مافي أجمل من صوتك,Non_HS
